,cast,title,genre
469,문지수,"육영수, 그 시절의 아카시아",드라마/감동
470,장원준,"육영수, 그 시절의 아카시아",드라마/감동
471,양동혁,"육영수, 그 시절의 아카시아",드라마/감동
472,장인혁,"육영수, 그 시절의 아카시아",드라마/감동
473,김소향,프리다,드라마/감동
474,전수미,프리다,드라마/감동
475,박선영,프리다,드라마/감동
476,박시인,프리다,드라마/감동
477,김소향,프리다,판타지/어드벤처
478,전수미,프리다,판타지/어드벤처
479,박선영,프리다,판타지/어드벤처
480,박시인,프리다,판타지/어드벤처
481,주민진,경종수정실록,드라마/감동
482,박규원,경종수정실록,드라마/감동
483,유승현,경종수정실록,드라마/감동
484,김지온,경종수정실록,드라마/감동
485,박준휘,경종수정실록,드라마/감동
486,홍기범,경종수정실록,드라마/감동
487,강찬,경종수정실록,드라마/감동
488,정연우,요즘것들,"코미디/유머, 음악중심/주크박스"
489,지상훈,요즘것들,"코미디/유머, 음악중심/주크박스"
490,유지윤,요즘것들,"코미디/유머, 음악중심/주크박스"
491,신성아,요즘것들,"코미디/유머, 음악중심/주크박스"
492,서해우,요즘것들,"코미디/유머, 음악중심/주크박스"
493,배은빈,요즘것들,"코미디/유머, 음악중심/주크박스"
494,박예리,요즘것들,"코미디/유머, 음악중심/주크박스"
495,최정아,수상한 외갓집,"코미디/유머, 음악중심/주크박스"
496,김소정,수상한 외갓집,"코미디/유머, 음악중심/주크박스"
497,민대식,수상한 외갓집,"코미디/유머, 음악중심/주크박스"
498,김연주,수상한 외갓집,"코미디/유머, 음악중심/주크박스"
499,김신아,수상한 외갓집,"코미디/유머, 음악중심/주크박스"
500,최자인,수상한 외갓집,"코미디/유머, 음악중심/주크박스"
501,오현범,수상한 외갓집,"코미디/유머, 음악중심/주크박스"
502,김건혜,금란방,드라마/감동
503,하은서,금란방,드라마/감동
504,박재은,금란방,드라마/감동
505,김백현,금란방,드라마/감동
506,최인형,금란방,드라마/감동
507,이한수,금란방,드라마/감동
508,송문선,금란방,드라마/감동
509,김연희,숲으로간 이그니스 마법학교 친구들,판타지/어드벤처
510,김도현,숲으로간 이그니스 마법학교 친구들,판타지/어드벤처
511,김사랑,숲으로간 이그니스 마법학교 친구들,판타지/어드벤처
512,김유나,숲으로간 이그니스 마법학교 친구들,판타지/어드벤처
513,김서원,숲으로간 이그니스 마법학교 친구들,판타지/어드벤처
514,김지유,숲으로간 이그니스 마법학교 친구들,판타지/어드벤처
515,김지호,숲으로간 이그니스 마법학교 친구들,판타지/어드벤처
516,김다솔,틀려도 괜찮아,드라마/감동
517,송주리,틀려도 괜찮아,드라마/감동
518,전승우,틀려도 괜찮아,드라마/감동
519,서가영,틀려도 괜찮아,드라마/감동
520,고지은,틀려도 괜찮아,드라마/감동
521,정민,틀려도 괜찮아,드라마/감동
522,구윤희,틀려도 괜찮아,드라마/감동
523,선창용,메리골드,드라마/감동
524,박웅서,메리골드,드라마/감동
525,이영록,메리골드,드라마/감동
526,전병혁,메리골드,드라마/감동
527,손수아,메리골드,드라마/감동
528,강한별,메리골드,드라마/감동
529,신혜선,메리골드,드라마/감동
530,정성화,"15주년 기념공연, 영웅",음악중심/주크박스
531,양준모,"15주년 기념공연, 영웅",음악중심/주크박스
532,민우혁,"15주년 기념공연, 영웅",음악중심/주크박스
533,김도형,"15주년 기념공연, 영웅",음악중심/주크박스
534,서영주,"15주년 기념공연, 영웅",음악중심/주크박스
535,이정열,"15주년 기념공연, 영웅",음악중심/주크박스
536,최민철,"15주년 기념공연, 영웅",음악중심/주크박스
537,유소연,바다 100층짜리 집,판타지/어드벤처
538,박시연,바다 100층짜리 집,판타지/어드벤처
539,이온,바다 100층짜리 집,판타지/어드벤처
540,김용호,바다 100층짜리 집,판타지/어드벤처
541,김형진,바다 100층짜리 집,판타지/어드벤처
542,박명훈,바다 100층짜리 집,판타지/어드벤처
543,조혜지,바다 100층짜리 집,판타지/어드벤처
544,최선,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
545,김루나,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
546,안세희,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
547,김하엘,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
548,최종현,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
549,김지연,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
550,김민수,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
551,권나윤,"제34회 거창국제연극제, 이태 (07.27)",드라마/감동
552,박승찬,"제34회 거창국제연극제, 이태 (07.27)",드라마/감동
553,박우진,"제34회 거창국제연극제, 이태 (07.27)",드라마/감동
554,손정하,"제34회 거창국제연극제, 이태 (07.27)",드라마/감동
555,송민규,"제34회 거창국제연극제, 이태 (07.27)",드라마/감동
556,이수연,"제34회 거창국제연극제, 이태 (07.27)",드라마/감동
557,이지수,"제34회 거창국제연극제, 이태 (07.27)",드라마/감동
558,설민석,설민석의 한국사 대모험: 영웅의 시간,판타지/어드벤처
559,송다미,앤,판타지/어드벤처
560,남명지,앤,판타지/어드벤처
561,박기원,앤,판타지/어드벤처
562,최윤석,앤,판타지/어드벤처
563,김건희,앤,판타지/어드벤처
564,서민준,앤,판타지/어드벤처
565,정세리,앤,판타지/어드벤처
566,이정주,알라딘과 요술램프,판타지/어드벤처
567,서가영,알라딘과 요술램프,판타지/어드벤처
568,송주리,알라딘과 요술램프,판타지/어드벤처
569,김다솔,알라딘과 요술램프,판타지/어드벤처
570,전승우,알라딘과 요술램프,판타지/어드벤처
571,고승미,알라딘과 요술램프,판타지/어드벤처
572,김혜은,알라딘과 요술램프,판타지/어드벤처
573,설민석,설민석의 한국사 대모험: 영웅의 시간,판타지/어드벤처
574,유소연,바다 100층짜리 집,판타지/어드벤처
575,박시연,바다 100층짜리 집,판타지/어드벤처
576,김용호,바다 100층짜리 집,판타지/어드벤처
577,김형진,바다 100층짜리 집,판타지/어드벤처
578,박명훈,바다 100층짜리 집,판타지/어드벤처
579,조혜지,바다 100층짜리 집,판타지/어드벤처
580,신혜연,바다 100층짜리 집,판타지/어드벤처
581,유소연,바다 100층짜리 집,판타지/어드벤처
582,박시연,바다 100층짜리 집,판타지/어드벤처
583,김용호,바다 100층짜리 집,판타지/어드벤처
584,김형진,바다 100층짜리 집,판타지/어드벤처
585,박명훈,바다 100층짜리 집,판타지/어드벤처
586,조혜지,바다 100층짜리 집,판타지/어드벤처
587,신혜연,바다 100층짜리 집,판타지/어드벤처
588,한재아,집들이 콘서트 #40. 이건 홍보가 아냐,코미디/유머
589,홍나현,집들이 콘서트 #40. 이건 홍보가 아냐,코미디/유머
590,이지연,집들이 콘서트 #40. 이건 홍보가 아냐,코미디/유머
591,이종영,집들이 콘서트 #40. 이건 홍보가 아냐,코미디/유머
592,신윤철,집들이 콘서트 #40. 이건 홍보가 아냐,코미디/유머
593,김대현,집들이 콘서트 #40. 이건 홍보가 아냐,코미디/유머
594,임태현,집들이 콘서트 #40. 이건 홍보가 아냐,코미디/유머
595,김주호,"제34회 거창국제연극제, 광화문, 그 사내",드라마/감동
596,김태성,"제34회 거창국제연극제, 광화문, 그 사내",드라마/감동
597,강흥진,"제34회 거창국제연극제, 광화문, 그 사내",드라마/감동
598,박시명,"제34회 거창국제연극제, 광화문, 그 사내",드라마/감동
599,이진주,"제34회 거창국제연극제, 광화문, 그 사내",드라마/감동
600,최진호,"제34회 거창국제연극제, 광화문, 그 사내",드라마/감동
601,장효진,"제34회 거창국제연극제, 광화문, 그 사내",드라마/감동
602,박정윤,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
603,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
604,안정현,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
605,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
606,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
607,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
608,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
609,이정주,알라딘과 요술램프,판타지/어드벤처
610,서가영,알라딘과 요술램프,판타지/어드벤처
611,송주리,알라딘과 요술램프,판타지/어드벤처
612,김다솔,알라딘과 요술램프,판타지/어드벤처
613,전승우,알라딘과 요술램프,판타지/어드벤처
614,고승미,알라딘과 요술램프,판타지/어드벤처
615,김혜은,알라딘과 요술램프,판타지/어드벤처
616,안상태,트리아웃,드라마/감동
617,안일권,트리아웃,드라마/감동
618,김동규,트리아웃,드라마/감동
619,박혜련,트리아웃,드라마/감동
620,이건,트리아웃,드라마/감동
621,이규석,트리아웃,드라마/감동
622,오미준,트리아웃,드라마/감동
623,강인수,흔해빠진 일,드라마/감동
624,조모세,흔해빠진 일,드라마/감동
625,길하은,흔해빠진 일,드라마/감동
626,신가은,흔해빠진 일,드라마/감동
627,이한솔,흔해빠진 일,드라마/감동
628,김도하,흔해빠진 일,드라마/감동
629,최지우,흔해빠진 일,드라마/감동
630,설민석,설민석의 한국사 대모험: 영웅의 시간,판타지/어드벤처
631,이국영,"와일드 와일드, 애프터파티",음악중심/주크박스
632,류지한,"와일드 와일드, 애프터파티",음악중심/주크박스
633,김사홍,"와일드 와일드, 애프터파티",음악중심/주크박스
634,김동희,"와일드 와일드, 애프터파티",음악중심/주크박스
635,강천일,"와일드 와일드, 애프터파티",음악중심/주크박스
636,이희중,"와일드 와일드, 애프터파티",음악중심/주크박스
637,이윤제,"와일드 와일드, 애프터파티",음악중심/주크박스
638,김청아,비밀의 화원,드라마/감동
639,이금조,비밀의 화원,드라마/감동
640,김서환,비밀의 화원,드라마/감동
641,정백선,비밀의 화원,드라마/감동
642,박선영,비밀의 화원,드라마/감동
643,김지혜,비밀의 화원,드라마/감동
644,송영미,비밀의 화원,드라마/감동
645,김재범,"피크닉#4, 등등곡",코미디/유머
646,유승현,"피크닉#4, 등등곡",코미디/유머
647,김지철,"피크닉#4, 등등곡",코미디/유머
648,김바다,"피크닉#4, 등등곡",코미디/유머
649,정재환,"피크닉#4, 등등곡",코미디/유머
650,안지환,"피크닉#4, 등등곡",코미디/유머
651,강찬,"피크닉#4, 등등곡",코미디/유머
652,김소영,우당탕탕 바다를 찾아서,음악중심/주크박스
653,이승규,우당탕탕 바다를 찾아서,음악중심/주크박스
654,노서희,우당탕탕 바다를 찾아서,음악중심/주크박스
655,박승현,우당탕탕 바다를 찾아서,음악중심/주크박스
656,반찬민,"제1회 대한민국 대학연극제, 지옥",드라마/감동
657,전해림,"제1회 대한민국 대학연극제, 지옥",드라마/감동
658,송승겸,"제1회 대한민국 대학연극제, 지옥",드라마/감동
659,김영서,"제1회 대한민국 대학연극제, 지옥",드라마/감동
660,성태준,스파이,액션/스릴러
661,정동화,스파이,액션/스릴러
662,원태민,스파이,액션/스릴러
663,현석준,스파이,액션/스릴러
664,이진우,스파이,액션/스릴러
665,최병찬,스파이,액션/스릴러
666,강정임,스파이,액션/스릴러
667,정성화,"15주년 기념공연, 영웅",음악중심/주크박스
668,양준모,"15주년 기념공연, 영웅",음악중심/주크박스
669,민우혁,"15주년 기념공연, 영웅",음악중심/주크박스
670,김도형,"15주년 기념공연, 영웅",음악중심/주크박스
671,최민철,"15주년 기념공연, 영웅",음악중심/주크박스
672,정재은,"15주년 기념공연, 영웅",음악중심/주크박스
673,솔지,"15주년 기념공연, 영웅",음악중심/주크박스
674,정성화,"15주년 기념공연, 영웅",음악중심/주크박스
675,양준모,"15주년 기념공연, 영웅",음악중심/주크박스
676,민우혁,"15주년 기념공연, 영웅",음악중심/주크박스
677,서영주,"15주년 기념공연, 영웅",음악중심/주크박스
678,이정열,"15주년 기념공연, 영웅",음악중심/주크박스
679,유리아,"15주년 기념공연, 영웅",음악중심/주크박스
680,정재은,"15주년 기념공연, 영웅",음악중심/주크박스
681,정성화,"15주년 기념공연, 영웅",음악중심/주크박스
682,양준모,"15주년 기념공연, 영웅",음악중심/주크박스
683,민우혁,"15주년 기념공연, 영웅",음악중심/주크박스
684,김도형,"15주년 기념공연, 영웅",음악중심/주크박스
685,서영주,"15주년 기념공연, 영웅",음악중심/주크박스
686,이정열,"15주년 기념공연, 영웅",음악중심/주크박스
687,최민철,"15주년 기념공연, 영웅",음악중심/주크박스
688,한승엽,"제1회 대한민국 대학연극제, 벽을 뚫는 남자",액션/스릴러
