title,start_date,end_date,place,cast,runtime,age,tickets,story,genre,prstate,time
"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지 [서울 양천]",2024.08.02,2024.08.04,2024.08.04,"최선, 김루나, 안세희, 김하엘, 최종현, 김지연, 김민수",1시간 5분,24개월 이상,"R석 66,000원",,뮤지컬,공연완료,"금요일(11:00,14:00,16:00), 토요일 ~ 일요일(11:00,14:00,16:00)"
베르사유의 장미,2024.07.16,2024.10.13,2024.10.13,"옥주현, 김지우, 정유지, 이해준, 김성식, 고은성, 박민성 등",2시간 30분,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:30,19:30), 목요일(19:30), 금요일(14:00,19:30), 토요일(14:00,19:00), 일요일(15:00), HOL(14:00,19:00)"
악녀: 메디아에 대한 오해,2024.06.28,2024.06.29,2024.06.29,"정은혜, 오찬우, 정보권, 김도연, 이천영, 장동혁, 김민지 등",1시간 40분,만 16세 이상,"R석 30,000원, S석 20,000원, 시야방해석 10,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:30,18:30)"
바다탐험대 옥토넛 시즌3: 바다넘어 육지까지 [청주],2024.07.27,2024.07.28,2024.07.28,"최선, 김루나, 안세희, 김하엘, 최종현, 김지연, 김민수",1시간 5분,24개월 이상,"R석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)"
"제18회 DIMF 폐막작, 비천 [대구]",2024.07.06,2024.07.07,2024.07.07,"가오텐허, 자오예보, 쑤시판, 리저메이, 쉬징징, 양루, 쑤예 등",1시간 30분,만 7세 이상,"VIP석 50,000원, R석 30,000원, S석 20,000원",,뮤지컬,공연완료,"토요일(15:00,19:00), 일요일(14:00)"
"제18회 DIMF 공식초청작, 미싱링크 [대구]",2024.07.03,2024.07.07,2024.07.07,"조환지, 김종헌, 이서하, 김채이, 최우정, 김명일, 최봉건",2시간 45분,만 7세 이상,"VIP석 50,000원, R석 30,000원, S석 20,000원",,뮤지컬,공연완료,"수요일 ~ 금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
"제18회 DIMF 공식초청작, 애프터 라이프 [대구]",2024.07.05,2024.07.07,2024.07.07,"이민욱, 장두환, 백수민, 정운, 정종환, 박율리아, 안동혁",1시간 40분,만 13세 이상,"VIP석 50,000원, R석 30,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00,19:00), 일요일(14:00,18:00)"
윌리엄과 윌리엄의 윌리엄들 [김해],2024.07.06,2024.07.07,2024.07.07,"이경수, 황휘, 김지웅, 박윤솔, 서수진, 이연",1시간 40분,만 9세 이상,"R석 30,000원, S석 20,000원",,뮤지컬,공연완료,"토요일(14:00,18:00), 일요일(14:00)"
"제18회 DIMF 폐막작, 싱잉 인 더 레인",2024.07.04,2024.07.06,2024.07.06,"레아 세인트 루스, 헴보 컬린 밀튼, 멘데그 파이퍼 테스, 비버스 브라이슨 데인, 덜번 메리 브레스나한, 베이커 조제프 알렌, 헤스 루신다 재니트 등",2시간 40분,만 7세 이상,"VIP석 70,000원, R석 50,000원, S석 30,000원, A석 20,000원",,뮤지컬,공연완료,"목요일 ~ 금요일(19:30), 토요일(15:00,19:00)"
바다 100층짜리 집,2024.07.06,2024.08.15,2024.08.15,"유소연, 박시연, 이온, 김용호, 한미래, 박명훈, 이은정 등",1시간,20개월 이상,"VIP석 70,000원, R석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(11:00,14:00,16:30), HOL(11:00,14:00,16:30)"
노트르담 드 파리 [여수],2024.07.12,2024.07.14,2024.07.14,"윤형렬, 정유지, 이지훈, 노윤, 이정열, 민영기, 최민철 등",2시간 30분,만 7세 이상,"R석 160,000원, S석 130,000원, A석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
"제18회 DIMF 창작지원작, 왕자대전 [대구]",2024.06.28,2024.06.30,2024.06.30,"서범석, 장대성, 민시윤, 김동형, 임동주, 홍금단, 오승연 등",1시간 40분,만 7세 이상,"VIP석 50,000원, R석 30,000원, S석 20,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00,19:00), 일요일(14:00)"
캐치! 티니핑: 두근두근 싱어롱 콘서트! [부산 (앵콜) ],2024.07.27,2024.07.28,2024.07.28,"공예림, 이아영, 유현주, 이겨울, 박희민, 최현진, 김혜경 등",1시간,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
한글용사 아이야: 사라진 한글을 찾아라! [서울 (앵콜) ],2024.08.07,2024.08.25,2024.08.25,"전정완, 조남규, 안혜란, 진하림, 서지우, 한겨레, 문승환 등",1시간 10분,24개월 이상,"VIP석(1층) 70,000원, R석(발코니층) 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(11:00,14:00,17:00)"
"제18회 DIMF 공식초청작, 슬랩스틱: 스케르조 [대구]",2024.06.28,2024.06.30,2024.06.30,"빌렘 반 바센, 존 비트먼, 로지에 보스만, 산느 반 델프트",1시간 15분,만 7세 이상,"VIP석 50,000원, R석 30,000원, S석 20,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00,19:00), 일요일(14:00)"
젠틀맨스 가이드: 사랑과 살인편,2024.07.06,2024.10.20,2024.10.20,"송원근, 김범, 손우현, 정산훈, 정문성, 이규형, 안세하 등",2시간 30분,만 13세 이상,"VIP석 150,000원, OP석 130,000원, R석 130,000원, S석 90,000원, A석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)"
"제18회 DIMF 창작지원작, 페이지나 [대구]",2024.06.28,2024.06.30,2024.06.30,"조혜령, 김보라, 신현수, 장원준, 신의호, 김대호, 박준호 등",1시간 50분,만 7세 이상,"R석 40,000원, S석 20,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,18:00), 일요일(14:00)"
설민석의 한국사 대모험: 영웅의 시간,2024.07.27,2024.08.11,2024.08.11,설민석 등,1시간 10분,전체 관람가,"VIP석 54,900원, R석 49,900원",,뮤지컬,공연완료,"월요일 ~ 금요일(11:00,14:00,16:30), 토요일 ~ 일요일(11:00,14:00,16:30)"
"제18회 DIMF 개막작, 홀리데이 [대구]",2024.06.21,2024.06.23,2024.06.23,"줄리엣 베하르, 파니 델레이그, 마를렌 샤프, 하모니 디봉그 레비, 라라 페글리아스코, 줄리앙 바티스트, 알렉상드르 블린 등",2시간,만 7세 이상,"VIP석 70,000원, R석 50,000원, S석 30,000원, A석 20,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00,19:00), 일요일(14:00,18:00)"
살리에르,2024.07.11,2024.09.21,2024.09.21,"박규원, 백인태, 유현석, 백형훈, 김준영, 황민수, 유태양 등",2시간 30분,만 11세 이상,"R석 99,000원, S석 77,000원, A석 55,000원, 시야방해석 66,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(15:00,19:30), 목요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)"
4월은 너의 거짓말,2024.06.28,2024.08.25,2024.08.25,"이홍기, 윤소호, 김희재, 이봄소리, 정지소, 이재진, 김진욱 등",2시간 50분,만 7세 이상,"OP석 150,000원, R석 150,000원, S석 110,000원, A석 70,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:30,19:30), 목요일(19:30), 금요일(14:30,19:30), 토요일(14:00,19:00), 일요일(15:00), HOL(14:00,19:00)"
하데스타운 [서울],2024.07.12,2024.10.06,2024.10.06,"조형균, 박강현, 김민석, 최정원, 최재림, 강홍석, 김선영 등",2시간 35분,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"화요일 ~ 목요일(19:30), 금요일(14:30,19:30), 토요일(14:00,19:00), 일요일(15:00)"
카르밀라,2024.06.11,2024.09.08,2024.09.08,"유주혜, 전민지, 이서영, 이재림, 송영미, 민도희, 김서연 등",1시간 40분,만 13세 이상,"R석 70,000원, S석 60,000원, A석 40,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
등등곡,2024.06.11,2024.08.11,2024.08.11,"김재범, 유승현, 김지철, 김바다, 정재환, 안지환, 강찬 등",1시간 40분,만 13세 이상,"R석 70,000원, S석 50,000원, A석 40,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
어쩌면 해피엔딩 [대학로],2024.06.18,2024.09.08,2024.09.08,"정욱진, 홍지희, 윤은오, 박진주, 신재범, 장민제, 이시안 등",1시간 50분,만 13세 이상,"R석 77,000원, S석 55,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
왕자대전 [대전],2024.07.05,2024.07.07,2024.07.07,"서범석, 장대성, 민시윤, 김동형, 임동주, 홍금단, 오승연 등",1시간 55분,만 7세 이상,"VIP석 77,000원, R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00,19:00), 일요일(14:00)"
빨래 [대학로],2024.06.07,2025.03.02,2025.03.02,"서은지, 김도원, 노희찬, 강기헌, 류석호, 최정화, 조영임 등",2시간 45분,만 13세 이상,"R석 77,000원, S석 55,000원, 시야제한석 20,000원",,뮤지컬,공연중,"수요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)"
메노포즈,2024.06.13,2024.08.25,2024.08.25,"조혜련, 김현숙, 신봉선, 문희경, 서지오, 이아현, 류수화 등",1시간 50분,만 15세 이상,"VIP석 120,000원, R석 100,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"화요일(15:00), 수요일 ~ 목요일(15:00,19:30), 금요일(19:30), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
"퍼스트레이디, 육영수 앤 박정희 [서울]",2024.06.03,2024.06.06,2024.06.06,"김효선, 신민호, 정다미, 문지수, 장원준, 양동혁, 장인혁 등",2시간,만 13세 이상,"VIP석 100,000원, R석 80,000원, S석 60,000원, A석 40,000원",,뮤지컬,공연완료,"월요일 ~ 화요일(19:30), 목요일(14:30,19:30)"
클럽 드바이,2024.06.11,2024.09.01,2024.09.01,"변희상, 황민수, 유태율, 이종석, 박좌헌, 신주협, 이지연 등",1시간 30분,만 13세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
새벽의 입구에서,2024.06.06,2024.09.01,2024.09.01,"김도빈, 이형훈, 선한국, 조풍래, 최호승, 손유동, 박영수 등",1시간 40분,만 13세 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일(20:00), 금요일(20:00), 토요일(14:00,18:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
파가니니 [안동],2024.07.19,2024.07.20,2024.07.20,"이일근, 윤형렬, 기세중, 박준형, 성민재, 이성진, 이소윤 등",,만 7세 이상,"R석 30,000원, S석 20,000원, A석 10,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(17:00)"
캐치! 티니핑: 두근두근 싱어롱 콘서트! [군산],2024.07.06,2024.07.07,2024.07.07,"공예림, 이아영, 유현주, 이겨울, 박희민, 최현진, 김혜경 등",1시간,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
싯다르타 [서울],2024.06.06,2024.06.28,2024.06.28,"이태이, 고정우, 박규연, 김유진, 최수형, 이지현, 김성수 등",2시간 30분,만 7세 이상,"VIP석 120,000원, R석 100,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"수요일 ~ 금요일(19:30), 토요일(14:00,18:00), 일요일(15:00), HOL(14:00,18:00)"
노트르담 드 파리 [수원],2024.06.14,2024.06.16,2024.06.16,"정성화, 양준모, 윤형렬, 정유지, 마이클 리, 이지훈, 이정열 등",2시간 30분,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
노트르담 드 파리 [창원],2024.06.21,2024.06.23,2024.06.23,"정성화, 양준모, 윤형렬, 정유지, 이지훈, 이정열, 민영기 등",2시간 30분,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
노트르담 드 파리 [천안],2024.06.28,2024.06.30,2024.06.30,"정성화, 양준모, 윤형렬, 유리아, 정유지, 마이클 리, 이지훈 등",2시간 30분,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
"두들팝 VER.3, 하이팝",2024.07.13,2024.09.01,2024.09.01,"박선주, 조성덕, 강지선, 오혜리, 김민형, 김인기",1시간,24개월 이상,"VIP석 60,000원, R석 40,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(11:00,14:00,16:00), HOL(11:00,14:00,16:00)"
노트르담 드 파리 [대전],2024.06.07,2024.06.09,2024.06.09,"정성화, 양준모, 윤형렬, 유리아, 정유지, 이지훈, 노윤 등",2시간 30분,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
수박수영장 [서울],2024.07.06,2024.08.25,2024.08.25,"손경원, 조정환, 양규아, 성나윤, 최서희, 김시현, 김승환 등",1시간 15분,24개월 이상,"VIP석 77,000원, R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(11:00), 토요일 ~ 일요일(11:00,14:00,16:30), 화요일 ~ 금요일(11:00,14:00)"
프랑켄슈타인,2024.06.05,2024.08.25,2024.08.25,"유준상, 신성록, 전동석, 박은태, 이해준, 고은성, 이지혜 등",2시간 55분,만 13세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:30,19:30), 목요일(19:30), 금요일(14:30,19:30), 토요일(14:00,19:00), 일요일(15:00), HOL(14:00,19:00)"
미오 프라텔로 [대학로],2024.05.21,2024.10.27,2024.10.27,"박규원, 이진혁, 박상혁, 성연, 김찬종, 박준형, 김이담 등",1시간 40분,만 13세 이상,"R석 77,000원, S석 55,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
캐치! 티니핑: 두근두근 싱어롱 콘서트! [의정부],2024.06.15,2024.06.16,2024.06.16,"공예림, 이아영, 유현주, 이겨울, 박희민, 최현진, 김혜경",1시간,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
"야구왕, 마린스! [부산]",2024.06.04,2024.06.09,2024.06.09,"김주혁, 김주안, 김예성, 박시우, 정혜람, 이산, 김수로 등",1시간 10분,48개월 이상,"VIP석 70,000원, R석 50,000원, S석 30,000원",,뮤지컬,공연완료,"화요일 ~ 수요일(10:30), 목요일(14:00), 금요일(10:30,19:30), 토요일(11:00,14:00), 일요일(11:00)"
"이머시브 뮤지컬, 작은 세계",2024.05.25,2024.07.24,2024.07.24,"김령화, 박경희, 최민해, 김수안, 정아영, 노민현, 최하연 등",1시간 40분,만 8세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"수요일(19:30), 토요일(15:00,19:30)"
알라딘과 요술램프 [청주],2024.07.13,2024.07.14,2024.07.14,"김아영, 서가영, 송주리, 김다솔, 전승우, 고승미, 정민 등",1시간 10분,24개월 이상,"R석 44,000원",,뮤지컬,공연완료,"토요일(14:00,16:00), 일요일(11:00,14:00,16:00)"
틀려도 괜찮아 [울산],2024.06.22,2024.06.23,2024.06.23,"김다솔, 송주리, 전승우, 구윤희, 고승미, 정민, 임신아 등",1시간 10분,24개월 이상,"R석 55,000원",,뮤지컬,공연완료,"토요일(14:00,16:00), 일요일(11:00,14:00,16:00)"
5! 해피맨 [대학로],2024.05.17,2024.07.27,2024.07.27,"김민수, 조남희, 민준호, 김형균, 최오식, 윤성규, 윤현선 등",2시간 10분,만 7세 이상,"R석 77,000원, S석 66,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
붉은머리 안 [서울 강동],2024.06.08,2024.06.09,2024.06.09,"최하윤, 박강원, 허영손, 강은빈, 임모윤, 류찬열, 최윤서",1시간 25분,만 7세 이상,"R석 40,000원, S석 30,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(14:00,18:00)"
웨스턴 스토리 [피크닉#2],2024.05.08,2024.05.10,2024.05.10,"전민지, 김지철, 김재범, 한보라, 원종환, 정재헌, 김현기 등",2시간 25분,만 13세 이상,"R석 88,000원, S석 66,000원, A석 44,000원, 시야제한석 77,000원",,뮤지컬,공연완료,수요일 ~ 금요일(19:30)
"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지 [성남]",2024.07.06,2024.07.07,2024.07.07,"최선, 김루나, 안세희, 김하엘, 최종현, 김지연, 김민수",1시간 05분,24개월 이상,"R석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
"낭독콘서트, 더 리더",2024.05.03,2024.05.05,2024.05.05,"김문학, 김성현, 김재인, 박온, 안재준, 어태용, 유희지 등",1시간 30분,만 7세 이상,"VIP석 140,000원, OP석 140,000원, R석 120,000원, S석 90,000원","[공연소개]

<더 리더> : 책 읽는 경영인. 한 경영인의 장르 불문한 책에 대한 사랑, 험난했던 청년기의 도전 그리고 늘 가슴 한 켠에 품었던 가족에 대한 애정 등의 발자취를 문학작품의 내용과 아름다운 음악으로 펼쳐내다.

꿈으로 향하는 걸음, 상상이 현실이 되는 길, 치열하게 살아온 남자의 발자취를 문학적으로 재창작해 무대 위에 올리는 <더 리더>는 경제발전의 중심에서 치열하게 살아온 기업가이자 복지가 이전에, 언제나 나라와 가족을 사랑했던, 또 책을 좋아하고 꿈을 펼쳐온 한 사람의 청년이었던 그의 모습을 12인의 배우와 함께 또 하나의 책을 읽듯 따라가 본다. 문학작품들과 더불어 아름다운 선율로 관객들의 마음에 가까이 다가갈 예정이다.

문학 작품에서 힘을 얻어 끊임없이 나가는 한 남자, 그를 이해하기 위해 그 책들을 따라 읽어가는 한 여자.  두 사람의 걸음을 10 명의 낭독자들과 함께 따라가는 <더 리더> 

<더 리더>는 여러 문학작품에서 힘을 얻어 앞으로 나아가는 한 남자의 이야기를 그리고 있다. 꿈을 향해 끊임없이 앞으로 나아가는 걸음, 상상을 현실로 만들어가기 위한 노력, 중요했던 무언가를 놓치고 다시 찾아가는 과정 등은 결코 특별한 한 사람의 것이 아니라 오늘날 치열하게 살아가는 우리 모두가 공감할 수 있는 이야기이다.

또한 <더 리더>는 꿈을 향해 계속해서 나아가는 남자와 그를 이해하기 위해 그가 읽은 책들을 따라 읽어가는 여자의 걸음을 10명의 낭독자들과 함께 따라가는 형식으로 관객들에게 새로운 경험을 선사할 것으로 기대된다.

장르불문 다양한 문학작품이 담겨있는 <더 리더> : 책 읽는 경영인

<더 리더>에서는 괴테의 소설 <젋은 베르테르의 슬픔>, 윤동주의 시 <별 헤는 밤>, 안데르센의 소설 <인어공주>, 박목월의 시 <4월의 노래> 등 여러 문학 작품들이 소개 된다. 다양한 장르와 형식의 문학작품들은 모두 <더 리더>의 주인공이 되는 남자에게 위로가 되고, 힘이 되는 글이다. 이 작품들과 함께 남자의 이야기를 따라가며 관객들 또한 위로와 힘을 얻을 수 있을 것이다.

12명의 배우들과 함께 읽어가는 위로와 공감의 이야기가 시작된다. 

문학 작품에서 힘을 얻어 꿈을 향해 계속해서 나아가는 남자 역에 조상웅,
그의 마음을 이해하기 위해 그가 읽었던 책을 읽어가는 여자 역에 이희진
그리고, 그들의 이야기를 함께 만들어가는 10 명의 낭독자들.

책을 통해 꿈을 향해, 그리고 서로를 향해 나아가는 남자와 여자 그리고 10 명의 낭독자가 들려주는 이야기 <더 리더>는 5월 3일부터 5월 5일까지 국립극장 해오름극장에서 단 3일간 공연된다.",뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,17:00), 일요일(13:00,16:00)"
